"User ID","активность","Сорт.","Дата изм.","id","дата","отрасли","Уровень знаний в отрасли"
4395,Да,500,"07.09.2023 19:37:44",296072,"07.09.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3790,Да,500,"16.07.2023 15:22:59",283539,"16.07.2023",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли [115772]
2767,Да,500,"30.08.2023 11:22:34",294486,"29.08.2023",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
2767,Да,500,"30.08.2023 11:22:34",294487,"29.08.2023",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
481,Да,500,"29.08.2023 13:58:53",294229,"29.08.2023",Транспорт и логистика [115768],""
108,Да,500,"28.08.2023 18:03:46",293920,"01.01.2010",Промышленное производство [115769],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
108,Да,500,"28.08.2023 18:03:46",293921,"01.01.2010",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
108,Да,500,"28.08.2023 18:03:46",293922,"01.01.2010",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3098,Да,500,"15.08.2023 15:32:16",292095,"15.08.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3098,Да,500,"15.08.2023 15:32:16",292096,"15.08.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
382,Да,500,"09.08.2023 15:16:17",291232,"09.08.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
382,Да,500,"09.08.2023 15:16:17",291233,"09.08.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
382,Да,500,"09.08.2023 15:16:17",291234,"09.08.2023",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли [115772]
382,Да,500,"09.08.2023 15:16:17",291235,"09.08.2023",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3496,Да,500,"09.08.2023 11:25:26",281173,"01.11.2019",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
3496,Да,500,"09.08.2023 11:25:26",291159,"01.01.2022",Фармацевтика и медицина [115765],Я знаю специфику отрасли [115772]
4316,Да,500,"04.08.2023 16:39:01",273481,"10.05.2023",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
4316,Да,500,"04.08.2023 16:39:01",273496,"10.05.2023",Связь и телекоммуникации [115767],Я знаю специфику отрасли и переложил это на систему [115773]
4316,Да,500,"04.08.2023 16:39:01",273497,"10.05.2023",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли и переложил это на систему [115773]
4316,Да,500,"04.08.2023 16:39:01",290549,"10.05.2023",Промышленное производство [115769],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
4377,Да,500,"04.08.2023 12:29:38",290465,"04.08.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
4377,Да,500,"04.08.2023 12:29:38",290466,"04.08.2023",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
4342,Да,500,"31.07.2023 16:33:28",289877,"05.03.2021",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
4342,Да,500,"31.07.2023 16:33:28",289878,"01.01.2015",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
4342,Да,500,"31.07.2023 16:33:28",289879,"01.01.2013",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
1072,Да,500,"26.07.2023 17:52:24",289394,"20.07.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
1072,Да,500,"26.07.2023 17:52:24",289395,"20.07.2023",Фармацевтика и медицина [115765],Я знаю специфику отрасли [115772]
1072,Да,500,"26.07.2023 17:52:24",289396,"20.07.2023",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
1072,Да,500,"26.07.2023 17:52:24",289397,"20.07.2023",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
4387,Да,500,"25.07.2023 16:21:32",289144,"25.07.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
4361,Да,500,"21.07.2023 11:50:19",288460,"02.07.2017",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
4361,Да,500,"21.07.2023 11:50:19",288461,"02.07.2004",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
4361,Да,500,"21.07.2023 11:50:19",288462,"02.07.2010",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
4187,Да,500,"20.07.2023 17:22:25",288246,"20.07.2023",Государственный сектор [115771],Я знаю специфику отрасли и переложил это на систему [115773]
4187,Да,500,"20.07.2023 17:22:25",288247,"20.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
3841,Да,500,"20.07.2023 17:11:07",288220,"01.01.2018",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
3841,Да,500,"20.07.2023 17:11:07",288221,"01.03.2021",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
3774,Да,500,"20.07.2023 15:31:38",288130,"01.01.2020",Государственный сектор [115771],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3774,Да,500,"20.07.2023 15:31:38",288131,"01.01.2015",Промышленное производство [115769],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3774,Да,500,"20.07.2023 15:31:38",288132,"01.07.2011",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3774,Да,500,"20.07.2023 15:31:38",288133,"07.01.2021",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3774,Да,500,"20.07.2023 15:31:38",288134,"04.10.2017",Фармацевтика и медицина [115765],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3631,Да,500,"20.07.2023 13:50:10",288030,"20.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
3581,Да,500,"20.07.2023 11:25:20",287841,"20.07.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
2986,Да,500,"20.07.2023 10:53:47",287736,"20.07.2023",Государственный сектор [115771],Я знаю специфику отрасли [115772]
2986,Да,500,"20.07.2023 10:53:47",287737,"20.07.2023",Промышленное производство [115769],Я знаю специфику отрасли [115772]
2986,Да,500,"20.07.2023 10:53:47",287738,"20.07.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
3640,Да,500,"20.07.2023 10:21:37",287711,"20.07.2020",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
3640,Да,500,"20.07.2023 10:21:37",287712,"04.07.2023",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли [115772]
324,Да,500,"20.07.2023 10:01:21",287678,"22.08.2022",Государственный сектор [115771],Я знаю специфику отрасли [115772]
324,Да,500,"20.07.2023 10:01:21",287679,"22.08.2022",Промышленное производство [115769],Я знаю специфику отрасли [115772]
324,Да,500,"20.07.2023 10:01:21",287680,"22.08.2022",Фармацевтика и медицина [115765],Я знаю специфику отрасли [115772]
324,Да,500,"20.07.2023 10:01:21",287681,"22.08.2022",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли [115772]
324,Да,500,"20.07.2023 10:01:21",287682,"22.08.2022",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
324,Да,500,"20.07.2023 10:01:21",287683,"20.07.2023",Финансовый сектор [115770],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
4149,Да,500,"19.07.2023 21:41:05",287630,"17.07.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3697,Да,500,"19.07.2023 16:08:00",202740,"19.07.2023",Фармацевтика и медицина [115765],Я знаю специфику отрасли [115772]
3697,Да,500,"19.07.2023 16:08:00",287507,"19.07.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
3642,Да,500,"19.07.2023 16:02:33",287504,"13.02.2023",Государственный сектор [115771],Я знаю специфику отрасли и переложил это на систему [115773]
3642,Да,500,"19.07.2023 16:02:33",287505,"30.06.2021",ТЭК и добывающая промышленность [115766],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3642,Да,500,"19.07.2023 16:02:33",287506,"20.09.2019",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3619,Да,500,"19.07.2023 15:48:42",287501,"21.11.2022",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
4148,Да,500,"18.07.2023 14:11:45",276382,"18.07.2023",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
4148,Да,500,"18.07.2023 14:11:45",287075,"18.07.2023",Государственный сектор [115771],Я знаю специфику отрасли [115772]
3811,Да,500,"17.07.2023 20:37:09",286902,"17.07.2023",Государственный сектор [115771],Я знаю специфику отрасли [115772]
3811,Да,500,"17.07.2023 20:37:09",286903,"17.07.2023",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли [115772]
3811,Да,500,"17.07.2023 20:37:09",286904,"17.07.2023",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3811,Да,500,"17.07.2023 20:37:09",286905,"17.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
4240,Да,500,"17.07.2023 13:47:59",286733,"17.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
4240,Да,500,"17.07.2023 13:47:59",286734,"17.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
3790,Да,500,"16.07.2023 15:22:59",283535,"16.07.2023",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3790,Да,500,"16.07.2023 15:22:59",283536,"16.07.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
3790,Да,500,"16.07.2023 15:22:59",283537,"16.07.2023",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
3790,Да,500,"16.07.2023 15:22:59",283538,"16.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
3790,Да,500,"16.07.2023 15:22:59",283540,"16.07.2023",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
3782,Да,500,"14.07.2023 16:53:17",283460,"14.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
1429,Да,500,"14.07.2023 06:21:40",283270,"14.07.2023",Государственный сектор [115771],Я знаю специфику отрасли и переложил это на систему [115773]
1429,Да,500,"14.07.2023 06:21:40",283271,"14.07.2023",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3629,Да,500,"11.07.2023 17:45:35",282933,"01.07.2020",Государственный сектор [115771],Я знаю специфику отрасли [115772]
3629,Да,500,"11.07.2023 17:45:35",282934,"01.07.2011",Промышленное производство [115769],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3629,Да,500,"11.07.2023 17:45:35",282935,"01.07.2011",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
2797,Да,500,"08.07.2023 20:37:34",237489,"29.08.2022",Промышленное производство [115769],""
2797,Да,500,"08.07.2023 20:37:34",237490,"29.08.2022",Фармацевтика и медицина [115765],""
2797,Да,500,"08.07.2023 20:37:34",237491,"29.08.2022",Транспорт и логистика [115768],""
2797,Да,500,"08.07.2023 20:37:34",237492,"29.08.2022",Финансовый сектор [115770],""
2797,Да,500,"08.07.2023 20:37:34",282297,"08.07.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
3439,Да,500,"07.07.2023 21:01:08",237500,"29.08.2022",Розничная торговля и дистрибуция [115764],""
3439,Да,500,"07.07.2023 21:01:08",237501,"29.08.2022",Фармацевтика и медицина [115765],""
3439,Да,500,"07.07.2023 21:01:08",237502,"29.08.2022",Финансовый сектор [115770],""
3439,Да,500,"07.07.2023 21:01:08",237504,"29.08.2022",Промышленное производство [115769],""
3731,Да,500,"04.07.2023 15:51:02",281555,"04.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли и переложил это на систему [115773]
1503,Да,500,"04.07.2023 15:11:28",281499,"04.07.2023",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
1503,Да,500,"04.07.2023 15:11:28",281500,"04.07.2023",Государственный сектор [115771],Я знаю специфику отрасли [115772]
4082,Да,500,"04.07.2023 11:15:10",281389,"04.07.2023",Финансовый сектор [115770],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
2724,Да,500,"03.07.2023 17:32:58",281179,"03.07.2023",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
2724,Да,500,"03.07.2023 17:32:58",281181,"03.07.2023",Транспорт и логистика [115768],Я знаю специфику отрасли и переложил это на систему [115773]
3817,Да,500,"03.07.2023 11:07:55",281026,"16.10.2006",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
3560,Да,500,"30.06.2023 16:02:31",178759,"30.06.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3560,Да,500,"30.06.2023 16:02:31",178760,"30.06.2023",Транспорт и логистика [115768],Я знаю специфику отрасли и переложил это на систему [115773]
3560,Да,500,"30.06.2023 16:02:31",178761,"30.06.2023",Промышленное производство [115769],Я знаю специфику отрасли и переложил это на систему [115773]
3800,Да,500,"30.06.2023 16:00:42",280724,"01.01.2023",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
4096,Да,500,"13.06.2023 17:14:20",278085,"12.06.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
4217,Да,500,"13.06.2023 12:32:33",277948,"13.06.2023",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
4217,Да,500,"13.06.2023 12:32:32",277947,"13.06.2023",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
4228,Да,500,"11.06.2023 14:40:07",277801,"11.06.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
4188,Да,500,"07.06.2023 19:44:52",277546,"07.06.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
4178,Да,500,"07.06.2023 18:02:53",277493,"07.06.2023",Государственный сектор [115771],Я знаю специфику отрасли [115772]
4178,Да,500,"07.06.2023 18:02:53",277494,"07.06.2023",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
3143,Да,500,"01.06.2023 21:16:50",276763,"01.06.2023",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3143,Да,500,"01.06.2023 21:16:50",276764,"01.06.2023",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
4112,Да,500,"01.06.2023 13:32:32",276673,"02.05.2023",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
4112,Да,500,"01.06.2023 13:32:32",276674,"09.05.2023",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
4155,Да,500,"31.05.2023 17:06:10",276523,"31.05.2023",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
4155,Да,500,"31.05.2023 17:06:10",276526,"31.05.2023",Финансовый сектор [115770],Я знаю специфику отрасли [115772]
4198,Да,500,"19.05.2023 10:06:34",274856,"19.05.2023",Финансовый сектор [115770],""
3909,Да,500,"11.05.2023 09:24:45",273677,"11.05.2023",Промышленное производство [115769],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
1060,Да,500,"29.08.2022 13:51:53",237626,"29.08.2022",Фармацевтика и медицина [115765],""
1060,Да,500,"29.08.2022 13:51:53",237627,"29.08.2022",Розничная торговля и дистрибуция [115764],""
1060,Да,500,"29.08.2022 13:51:53",237628,"29.08.2022",Промышленное производство [115769],""
1060,Да,500,"29.08.2022 13:51:53",237629,"29.08.2022",Государственный сектор [115771],""
1060,Да,500,"29.08.2022 13:51:52",237623,"29.08.2022",Транспорт и логистика [115768],""
2863,Да,500,"29.08.2022 13:12:47",237590,"29.08.2022",Розничная торговля и дистрибуция [115764],""
2863,Да,500,"29.08.2022 13:12:47",237591,"29.08.2022",Транспорт и логистика [115768],""
2955,Да,500,"29.08.2022 13:07:50",237574,"29.08.2022",Розничная торговля и дистрибуция [115764],""
2955,Да,500,"29.08.2022 13:07:50",237575,"29.08.2022",Фармацевтика и медицина [115765],""
2955,Да,500,"29.08.2022 13:07:50",237584,"29.08.2022",Промышленное производство [115769],""
505,Да,500,"29.08.2022 13:02:17",237565,"29.08.2022",Розничная торговля и дистрибуция [115764],""
505,Да,500,"29.08.2022 13:02:17",237566,"29.08.2022",Промышленное производство [115769],""
505,Да,500,"29.08.2022 13:02:17",237568,"29.08.2022",Финансовый сектор [115770],""
3396,Да,500,"29.08.2022 12:54:37",237556,"29.08.2022",Транспорт и логистика [115768],""
3396,Да,500,"29.08.2022 12:54:37",237557,"29.08.2022",Финансовый сектор [115770],""
1601,Да,500,"29.08.2022 12:41:36",237525,"29.08.2022",Фармацевтика и медицина [115765],""
1601,Да,500,"29.08.2022 12:41:36",237526,"29.08.2022",Розничная торговля и дистрибуция [115764],""
1601,Да,500,"29.08.2022 12:41:36",237529,"29.08.2022",Транспорт и логистика [115768],""
1601,Да,500,"29.08.2022 12:41:36",237530,"29.08.2022",Промышленное производство [115769],""
1601,Да,500,"29.08.2022 12:41:36",237534,"29.08.2022",Государственный сектор [115771],""
2797,Да,500,"29.08.2022 12:20:17",237488,"29.08.2022",Розничная торговля и дистрибуция [115764],""
1569,Да,500,"29.08.2022 11:49:07",237471,"29.08.2022",Финансовый сектор [115770],""
1569,Да,500,"29.08.2022 11:49:07",237472,"29.08.2022",Связь и телекоммуникации [115767],""
1569,Да,500,"29.08.2022 11:49:06",237468,"29.08.2022",Розничная торговля и дистрибуция [115764],""
1569,Да,500,"29.08.2022 11:49:06",237469,"29.08.2022",Транспорт и логистика [115768],""
1569,Да,500,"29.08.2022 11:49:06",237470,"29.08.2022",Фармацевтика и медицина [115765],""
316,Да,500,"29.08.2022 11:45:10",237459,"29.08.2022",Транспорт и логистика [115768],""
316,Да,500,"29.08.2022 11:45:10",237460,"29.08.2022",Фармацевтика и медицина [115765],""
316,Да,500,"29.08.2022 11:45:10",237463,"29.08.2022",Промышленное производство [115769],""
982,Да,500,"29.08.2022 11:38:59",237447,"29.08.2022",Транспорт и логистика [115768],""
982,Да,500,"29.08.2022 11:38:59",237448,"29.08.2022",Фармацевтика и медицина [115765],""
982,Да,500,"29.08.2022 11:38:59",237449,"29.08.2022",Промышленное производство [115769],""
982,Да,500,"29.08.2022 11:38:59",237451,"29.08.2022",Розничная торговля и дистрибуция [115764],""
1076,Да,500,"29.08.2022 11:31:50",237434,"29.08.2022",Транспорт и логистика [115768],""
1076,Да,500,"29.08.2022 11:31:50",237435,"29.08.2022",Фармацевтика и медицина [115765],""
1076,Да,500,"29.08.2022 11:31:50",237436,"29.08.2022",Розничная торговля и дистрибуция [115764],""
1076,Да,500,"29.08.2022 11:31:50",237437,"29.08.2022",Связь и телекоммуникации [115767],""
3573,Да,500,"29.08.2022 11:15:13",237418,"29.08.2022",Розничная торговля и дистрибуция [115764],""
3573,Да,500,"29.08.2022 11:15:13",237419,"29.08.2022",ТЭК и добывающая промышленность [115766],""
3573,Да,500,"29.08.2022 11:15:13",237420,"29.08.2022",Связь и телекоммуникации [115767],""
1625,Да,500,"29.08.2022 11:06:43",237407,"29.08.2022",Транспорт и логистика [115768],""
1625,Да,500,"29.08.2022 11:06:43",237408,"29.08.2022",Фармацевтика и медицина [115765],""
1625,Да,500,"29.08.2022 11:06:43",237409,"29.08.2022",Связь и телекоммуникации [115767],""
2748,Да,500,"29.08.2022 11:03:33",237402,"29.08.2022",Розничная торговля и дистрибуция [115764],""
2748,Да,500,"29.08.2022 11:03:33",237403,"29.08.2022",Фармацевтика и медицина [115765],""
2748,Да,500,"29.08.2022 11:03:33",237404,"29.08.2022",Транспорт и логистика [115768],""
2748,Да,500,"29.08.2022 11:03:33",237405,"29.08.2022",Финансовый сектор [115770],""
3043,Да,500,"24.08.2022 16:21:47",236960,"22.08.2022",Транспорт и логистика [115768],""
3043,Да,500,"24.08.2022 16:21:47",236961,"22.08.2022",Связь и телекоммуникации [115767],""
3043,Да,500,"24.08.2022 16:21:47",236962,"22.08.2022",Финансовый сектор [115770],""
3043,Да,500,"24.08.2022 16:21:47",236963,"22.08.2022",Розничная торговля и дистрибуция [115764],""
2837,Да,500,"23.08.2022 14:04:41",236831,"22.08.2022",Транспорт и логистика [115768],""
2837,Да,500,"23.08.2022 14:04:41",236832,"22.08.2022",Розничная торговля и дистрибуция [115764],""
2837,Да,500,"23.08.2022 14:04:41",236833,"22.08.2022",Финансовый сектор [115770],""
2837,Да,500,"23.08.2022 14:04:41",236835,"22.08.2022",Фармацевтика и медицина [115765],""
2837,Да,500,"23.08.2022 14:04:41",236836,"22.08.2022",Промышленное производство [115769],""
324,Да,500,"23.08.2022 13:25:07",236809,"22.08.2022",Государственный сектор [115771],""
324,Да,500,"23.08.2022 13:25:07",236810,"22.08.2022",Промышленное производство [115769],""
324,Да,500,"23.08.2022 13:25:07",236811,"22.08.2022",Фармацевтика и медицина [115765],""
324,Да,500,"23.08.2022 13:25:07",236813,"22.08.2022",ТЭК и добывающая промышленность [115766],""
324,Да,500,"23.08.2022 13:25:07",236814,"22.08.2022",Розничная торговля и дистрибуция [115764],""
2742,Да,500,"22.08.2022 16:39:47",236674,"22.08.2022",Розничная торговля и дистрибуция [115764],""
1117,Да,500,"22.08.2022 16:14:38",236649,"22.08.2022",Розничная торговля и дистрибуция [115764],""
1117,Да,500,"22.08.2022 16:14:38",236650,"22.08.2022",Транспорт и логистика [115768],""
1117,Да,500,"22.08.2022 16:14:38",236651,"22.08.2022",Финансовый сектор [115770],""
3632,Да,500,"22.08.2022 15:11:51",236611,"22.08.2022",Розничная торговля и дистрибуция [115764],""
3428,Да,500,"22.08.2022 13:14:53",236578,"22.08.2022",Финансовый сектор [115770],""
3428,Да,500,"22.08.2022 13:14:53",236579,"22.08.2022",Фармацевтика и медицина [115765],""
3428,Да,500,"22.08.2022 13:14:53",236580,"22.08.2022",Розничная торговля и дистрибуция [115764],""
3681,Да,500,"17.08.2022 11:28:43",236090,"17.08.2022",Розничная торговля и дистрибуция [115764],""
3352,Да,500,"16.08.2022 13:02:43",235902,"16.08.2022",Розничная торговля и дистрибуция [115764],""
1024,Да,500,"16.08.2022 12:40:54",235885,"16.08.2022",Промышленное производство [115769],""
1024,Да,500,"16.08.2022 12:40:54",235886,"16.08.2022",Транспорт и логистика [115768],""
