"название","активность","Сорт.","Дата изм.","id","дата","Уровень знаний","Языки программирования"
User:4486,Да,500,"08.01.2024 13:49:08",313277,"08.01.2024",Middle [115639],Python [115719]
User:4486,Да,500,"08.01.2024 13:49:08",313278,"08.01.2024",Middle [115639],С# [115713]
User:4486,Да,500,"08.01.2024 13:49:08",313279,"08.01.2024",Senior [115640],SQL [115725]
User:4486,Да,500,"08.01.2024 13:48:58",313274,"08.01.2024",Middle [115639],Python [115719]
User:4486,Да,500,"08.01.2024 13:48:58",313275,"08.01.2024",Middle [115639],С# [115713]
User:4486,Да,500,"08.01.2024 13:48:58",313276,"08.01.2024",Senior [115640],SQL [115725]
User:4563,Да,500,"08.01.2024 13:27:50",313241,"08.01.2024",Novice [115637],C++ [115714]
User:4563,Да,500,"08.01.2024 13:27:50",313242,"08.01.2024",Middle [115639],Data Analysis Expressions (DAX) [239025]
User:4563,Да,500,"08.01.2024 13:27:50",313243,"08.01.2024",Junior [115638],Delphi| Object Pascal [115730]
User:4563,Да,500,"08.01.2024 13:27:50",313244,"08.01.2024",Junior [115638],HTML [239026]
User:4563,Да,500,"08.01.2024 13:27:50",313245,"08.01.2024",Novice [115637],JavaScript [115717]
User:4563,Да,500,"08.01.2024 13:27:50",313246,"08.01.2024",Novice [115637],PHP [115720]
User:4563,Да,500,"08.01.2024 13:27:50",313247,"08.01.2024",Novice [115637],Python [115719]
User:4563,Да,500,"08.01.2024 13:27:50",313248,"08.01.2024",Middle [115639],SQL [115725]
User:4563,Да,500,"08.01.2024 13:27:50",313249,"08.01.2024",Novice [115637],С# [115713]
User:4512,Да,500,"08.01.2024 01:08:01",313221,"08.01.2024",Novice [115637],C [115715]
User:4512,Да,500,"08.01.2024 01:08:01",313222,"08.01.2024",Junior [115638],C++ [115714]
User:4512,Да,500,"08.01.2024 01:08:01",313223,"08.01.2024",Novice [115637],HTML [239026]
User:4512,Да,500,"08.01.2024 01:08:01",313224,"08.01.2024",Junior [115638],Java [115716]
User:4512,Да,500,"08.01.2024 01:08:01",313225,"08.01.2024",Novice [115637],JavaScript [115717]
User:4512,Да,500,"08.01.2024 01:08:01",313226,"08.01.2024",Novice [115637],Kotlin [216027]
User:4512,Да,500,"08.01.2024 01:08:01",313227,"08.01.2024",Middle [115639],Python [115719]
User:4512,Да,500,"08.01.2024 01:08:01",313228,"08.01.2024",Junior [115638],SQL [115725]
User:4512,Да,500,"08.01.2024 01:08:01",313229,"08.01.2024",Junior [115638],Другое [115731]
User:1430,Да,500,"29.12.2023 11:47:25",312703,"01.09.2018",Junior [115638],PHP [115720]
User:1430,Да,500,"29.12.2023 11:47:25",312704,"01.01.2018",Middle [115639],SQL [115725]
User:4489,Да,500,"29.12.2023 10:34:40",312674,"29.12.2023",Middle [115639],SQL [115725]
User:4489,Да,500,"29.12.2023 10:34:40",312675,"29.12.2023",Junior [115638],Python [115719]
User:4493,Да,500,"28.12.2023 18:49:39",312611,"28.12.2023",Junior [115638],Python [115719]
User:4493,Да,500,"28.12.2023 18:49:39",312613,"28.12.2023",Junior [115638],SQL [115725]
User:4578,Да,500,"28.12.2023 18:34:22",312602,"01.11.2021",Junior [115638],SQL [115725]
User:4507,Да,500,"28.12.2023 12:30:16",312531,"28.12.2023",Junior [115638],JavaScript [115717]
User:4507,Да,500,"28.12.2023 12:30:16",312532,"28.12.2023",Junior [115638],Python [115719]
User:4507,Да,500,"28.12.2023 12:30:16",312533,"28.12.2023",Junior [115638],R [115722]
User:4507,Да,500,"28.12.2023 12:30:16",312534,"28.12.2023",Junior [115638],SQL [115725]
User:4508,Да,500,"28.12.2023 12:08:41",312509,"28.12.2023",Junior [115638],SQL [115725]
User:4417,Да,500,"28.12.2023 09:56:49",312477,"01.01.2018",Expert [115641],С# [115713]
User:4417,Да,500,"28.12.2023 09:56:49",312478,"01.01.2020",Senior [115640],JavaScript [115717]
User:4417,Да,500,"28.12.2023 09:56:49",312479,"01.01.2018",Senior [115640],SQL [115725]
User:1335,Да,500,"27.12.2023 15:24:14",253952,"21.11.2022",Middle [115639],JavaScript [115717]
User:4504,Да,500,"27.12.2023 13:11:02",312341,"27.12.2023",Junior [115638],Python [115719]
User:4504,Да,500,"27.12.2023 13:11:02",312343,"27.12.2023",Senior [115640],Python [115719]
User:4504,Да,500,"27.12.2023 13:11:02",312353,"27.12.2023",Junior [115638],JavaScript [115717]
User:4504,Да,500,"27.12.2023 13:11:02",312354,"27.12.2023",Junior [115638],C [115715]
User:4504,Да,500,"27.12.2023 13:11:02",312355,"27.12.2023",Junior [115638],C++ [115714]
User:4504,Да,500,"27.12.2023 13:11:02",312356,"27.12.2023",Junior [115638],MATLAB [115727]
User:4504,Да,500,"27.12.2023 13:11:02",312357,"27.12.2023",Middle [115639],SQL [115725]
User:4504,Да,500,"27.12.2023 13:11:02",312358,"27.12.2023",Middle [115639],HTML [239026]
User:4504,Да,500,"27.12.2023 13:11:02",312359,"27.12.2023",Junior [115638],Delphi| Object Pascal [115730]
User:4504,Да,500,"27.12.2023 13:11:02",312360,"27.12.2023",Novice [115637],Java [115716]
User:4500,Да,500,"27.12.2023 11:26:44",312286,"27.12.2023",Junior [115638],SQL [115725]
User:4500,Да,500,"27.12.2023 11:26:44",312287,"27.12.2023",Middle [115639],Python [115719]
User:4500,Да,500,"27.12.2023 11:26:44",312288,"27.12.2023",Junior [115638],C++ [115714]
User:4500,Да,500,"27.12.2023 11:26:44",312289,"27.12.2023",Junior [115638],С# [115713]
User:4516,Да,500,"27.12.2023 11:21:28",312294,"27.12.2023",Junior [115638],Python [115719]
User:4516,Да,500,"27.12.2023 11:21:28",312295,"27.12.2023",Junior [115638],SQL [115725]
User:4194,Да,500,"26.12.2023 12:44:26",312129,"01.08.2023",Использовал на проекте [283045],HTML [239026]
User:4194,Да,500,"26.12.2023 12:44:26",312130,"01.12.2023",Использовал на проекте [283045],PHP [115720]
User:4399,Да,500,"26.12.2023 09:57:10",312071,"26.12.2023",Senior [115640],SQL [115725]
User:3931,Да,500,"25.12.2023 19:00:05",311981,"25.12.2006",Expert [115641],PHP [115720]
User:3931,Да,500,"25.12.2023 19:00:05",311982,"25.12.2006",Senior [115640],SQL [115725]
User:3931,Да,500,"25.12.2023 19:00:05",311984,"25.12.2020",Middle [115639],TypeScript [216018]
User:3931,Да,500,"25.12.2023 19:00:05",311985,"25.12.2018",Middle [115639],С# [115713]
User:3931,Да,500,"25.12.2023 19:00:05",311986,"25.12.2021",Junior [115638],C [115715]
User:3931,Да,500,"25.12.2023 19:00:05",311987,"25.12.2021",Junior [115638],C++ [115714]
User:3931,Да,500,"25.12.2023 19:00:05",311988,"25.12.2006",Expert [115641],JavaScript [115717]
User:3931,Да,500,"25.12.2023 18:59:37",311983,"25.12.2006",Senior [115640],JavaScript [115717]
User:3868,Да,500,"21.12.2023 15:51:55",311637,"07.12.2016",Novice [115637],C++ [115714]
User:3868,Да,500,"21.12.2023 15:51:55",311638,"16.12.2020",Novice [115637],Arduino [216028]
User:3868,Да,500,"21.12.2023 15:51:55",311639,"07.12.2016",Expert [115641],HTML [239026]
User:3868,Да,500,"21.12.2023 15:51:55",311640,"07.12.2016",Middle [115639],JavaScript [115717]
User:3868,Да,500,"21.12.2023 15:51:55",311641,"07.12.2016",Senior [115640],PHP [115720]
User:3868,Да,500,"21.12.2023 15:51:51",311632,"07.12.2016",Novice [115637],C++ [115714]
User:3868,Да,500,"21.12.2023 15:51:51",311633,"16.12.2020",Novice [115637],Arduino [216028]
User:3868,Да,500,"21.12.2023 15:51:51",311634,"07.12.2016",Expert [115641],HTML [239026]
User:3868,Да,500,"21.12.2023 15:51:51",311635,"07.12.2016",Middle [115639],JavaScript [115717]
User:3868,Да,500,"21.12.2023 15:51:51",311636,"07.12.2016",Senior [115640],PHP [115720]
User:2858,Да,500,"21.12.2023 12:10:24",311534,"01.09.2019",Junior [115638],PHP [115720]
User:2858,Да,500,"21.12.2023 12:10:24",311536,"01.12.2005",Junior [115638],HTML [239026]
User:2858,Да,500,"21.12.2023 12:10:24",311537,"01.09.2019",Junior [115638],JavaScript [115717]
User:2858,Да,500,"21.12.2023 12:10:24",311538,"01.09.2019",Junior [115638],SQL [115725]
User:3398,Да,500,"20.12.2023 14:05:20",311378,"13.03.2019",Senior [115640],HTML [239026]
User:3398,Да,500,"20.12.2023 14:05:20",311379,"25.08.2022",Junior [115638],SQL [115725]
User:3398,Да,500,"20.12.2023 14:05:20",311380,"07.12.2020",Junior [115638],PHP [115720]
User:3398,Да,500,"20.12.2023 14:05:20",311381,"10.04.2019",Junior [115638],JavaScript [115717]
User:4524,Да,500,"13.12.2023 12:33:28",309638,"13.12.2023",Novice [115637],SQL [115725]
User:4637,Да,500,"12.12.2023 16:35:15",309402,"12.12.2023",Novice [115637],Python [115719]
User:4637,Да,500,"12.12.2023 16:35:15",309403,"12.12.2023",Junior [115638],SQL [115725]
User:4160,Да,500,"08.12.2023 12:34:48",308875,"01.10.2022",Novice [115637],C++ [115714]
User:4160,Да,500,"08.12.2023 12:34:48",308876,"01.10.2022",Novice [115637],C [115715]
User:4160,Да,500,"08.12.2023 12:34:48",308877,"01.04.2022",Junior [115638],SQL [115725]
User:4160,Да,500,"08.12.2023 12:34:48",308878,"01.01.2020",Junior [115638],Python [115719]
User:4160,Да,500,"08.12.2023 12:34:48",308879,"01.01.2022",Middle [115639],Java [115716]
User:4160,Да,500,"08.12.2023 12:34:48",308880,"01.10.2022",Novice [115637],JavaScript [115717]
User:4160,Да,500,"08.12.2023 12:34:48",308881,"01.10.2022",Novice [115637],HTML [239026]
User:790,Да,500,"08.12.2023 12:15:12",308826,"27.10.2023",Middle [115639],Arduino [216028]
User:790,Да,500,"08.12.2023 12:15:12",308827,"27.10.2023",Junior [115638],SQL [115725]
User:790,Да,500,"08.12.2023 12:15:12",308828,"27.10.2023",Junior [115638],"1C [115721]"
User:790,Да,500,"08.12.2023 12:15:12",308829,"27.10.2023",Junior [115638],Python [115719]
User:4409,Да,500,"07.12.2023 12:21:37",297237,"01.09.2023",Middle [115639],SQL [115725]
User:4409,Да,500,"07.12.2023 12:21:37",297238,"01.09.2023",Middle [115639],Qlik script [115723]
User:4409,Да,500,"07.12.2023 12:21:37",308710,"01.09.2023",Senior [115640],SQL [115725]
User:4409,Да,500,"07.12.2023 12:21:37",308711,"01.09.2023",Senior [115640],Qlik script [115723]
User:4409,Да,500,"07.12.2023 12:21:37",308712,"01.09.2023",Middle [115639],Python [115719]
User:4409,Да,500,"07.12.2023 12:21:20",297239,"01.09.2023",Junior [115638],Python [115719]
User:4503,Да,500,"05.12.2023 16:13:18",308432,"05.12.2023",Middle [115639],SQL [115725]
User:4503,Да,500,"05.12.2023 16:13:18",308433,"05.12.2023",Junior [115638],Python [115719]
User:4583,Да,500,"04.12.2023 10:12:04",308026,"04.12.2023",Junior [115638],SQL [115725]
User:4583,Да,500,"04.12.2023 10:12:04",308027,"04.12.2023",Novice [115637],HTML [239026]
User:4594,Да,500,"30.11.2023 16:41:57",307736,"30.11.2023",Junior [115638],C [115715]
User:4594,Да,500,"30.11.2023 16:41:57",307737,"30.11.2023",Senior [115640],SQL [115725]
User:4401,Да,500,"24.11.2023 16:21:48",306987,"01.04.2021",Middle [115639],PHP [115720]
User:4401,Да,500,"24.11.2023 16:21:48",306988,"01.11.2022",Junior [115638],JavaScript [115717]
User:3591,Да,500,"21.11.2023 10:30:29",244303,"27.10.2022",Junior [115638],C++ [115714]
User:3591,Да,500,"21.11.2023 10:30:29",266605,"17.03.2023",Junior [115638],Java [115716]
User:3591,Да,500,"21.11.2023 10:30:29",266606,"17.03.2023",Junior [115638],JavaScript [115717]
User:3591,Да,500,"21.11.2023 10:30:29",306414,"27.10.2022",Middle [115639],С# [115713]
User:3591,Да,500,"21.11.2023 10:30:29",306415,"27.10.2022",Middle [115639],SQL [115725]
User:3591,Да,500,"21.11.2023 10:30:29",306416,"27.10.2022",Middle [115639],Python [115719]
User:3591,Да,500,"21.11.2023 10:30:29",306417,"27.10.2022",Middle [115639],TypeScript [216018]
User:4021,Да,500,"15.11.2023 18:37:26",305882,"15.11.2023",Middle [115639],C++ [115714]
User:4021,Да,500,"15.11.2023 18:37:26",305884,"15.11.2023",Senior [115640],HTML [239026]
User:4021,Да,500,"15.11.2023 18:37:26",305885,"15.11.2023",Middle [115639],JavaScript [115717]
User:4021,Да,500,"15.11.2023 18:37:26",305886,"15.11.2023",Middle [115639],MATLAB [115727]
User:4021,Да,500,"15.11.2023 18:37:26",305887,"15.11.2023",Использовал на проекте [283045],PHP [115720]
User:4021,Да,500,"15.11.2023 18:37:26",305888,"15.11.2023",Senior [115640],Python [115719]
User:4021,Да,500,"15.11.2023 18:37:26",305889,"15.11.2023",Использовал на проекте [283045],Ruby [115728]
User:4021,Да,500,"15.11.2023 18:37:26",305890,"15.11.2023",Middle [115639],SQL [115725]
User:4021,Да,500,"15.11.2023 18:37:26",305892,"15.11.2023",Middle [115639],С# [115713]
User:4021,Да,500,"15.11.2023 18:37:26",305935,"15.11.2023",Использовал на проекте [283045],"1C [115721]"
User:4021,Да,500,"15.11.2023 18:37:26",305936,"15.11.2023",Использовал на проекте [283045],Delphi| Object Pascal [115730]
User:4021,Да,500,"15.11.2023 18:37:26",305937,"15.11.2023",Использовал на проекте [283045],TypeScript [216018]
User:4021,Да,500,"15.11.2023 18:29:39",305881,"15.11.2023",Junior [115638],"1C [115721]"
User:4021,Да,500,"15.11.2023 18:29:39",305883,"15.11.2023",Junior [115638],Delphi| Object Pascal [115730]
User:4021,Да,500,"15.11.2023 18:29:39",305891,"15.11.2023",Junior [115638],TypeScript [216018]
User:2743,Да,500,"15.11.2023 17:24:22",305814,"15.11.2023",Junior [115638],JavaScript [115717]
User:2743,Да,500,"15.11.2023 17:24:22",305815,"15.11.2023",Junior [115638],Arduino [216028]
User:2743,Да,500,"15.11.2023 17:24:22",305816,"15.11.2023",Junior [115638],Delphi| Object Pascal [115730]
User:2743,Да,500,"15.11.2023 17:24:22",305817,"15.11.2023",Middle [115639],SQL [115725]
User:2743,Да,500,"15.11.2023 17:24:21",305812,"15.11.2023",Middle [115639],Python [115719]
User:2743,Да,500,"15.11.2023 17:24:21",305813,"15.11.2023",Middle [115639],С# [115713]
User:4335,Да,500,"14.11.2023 17:47:23",305611,"14.11.2023",Senior [115640],Python [115719]
User:4335,Да,500,"14.11.2023 17:47:23",305612,"14.11.2023",Использовал на проекте [283045],C [115715]
User:4335,Да,500,"14.11.2023 17:47:23",305613,"14.11.2023",Использовал на проекте [283045],C++ [115714]
User:4335,Да,500,"14.11.2023 17:47:23",305614,"14.11.2023",Использовал на проекте [283045],GO [216010]
User:4335,Да,500,"14.11.2023 17:47:23",305615,"14.11.2023",Использовал на проекте [283045],Delphi| Object Pascal [115730]
User:4335,Да,500,"14.11.2023 17:47:23",305616,"14.11.2023",Использовал на проекте [283045],Golang [216029]
User:4335,Да,500,"14.11.2023 17:47:23",305617,"14.11.2023",Использовал на проекте [283045],HTML [239026]
User:4335,Да,500,"14.11.2023 17:47:23",305618,"14.11.2023",Использовал на проекте [283045],Java [115716]
User:4335,Да,500,"14.11.2023 17:47:23",305619,"14.11.2023",Использовал на проекте [283045],JavaScript [115717]
User:4335,Да,500,"14.11.2023 17:47:23",305620,"14.11.2023",Использовал на проекте [283045],Kotlin [216027]
User:4335,Да,500,"14.11.2023 17:47:23",305621,"14.11.2023",Использовал на проекте [283045],MATLAB [115727]
User:4335,Да,500,"14.11.2023 17:47:23",305622,"14.11.2023",Использовал на проекте [283045],Objective-C [216030]
User:4335,Да,500,"14.11.2023 17:47:23",305623,"14.11.2023",Использовал на проекте [283045],PHP [115720]
User:4335,Да,500,"14.11.2023 17:47:23",305624,"14.11.2023",Senior [115640],Python [115719]
User:4335,Да,500,"14.11.2023 17:47:23",305625,"14.11.2023",Использовал на проекте [283045],R [115722]
User:4335,Да,500,"14.11.2023 17:47:23",305626,"14.11.2023",Использовал на проекте [283045],Ruby [115728]
User:4335,Да,500,"14.11.2023 17:47:23",305627,"14.11.2023",Использовал на проекте [283045],SQL [115725]
User:4335,Да,500,"14.11.2023 17:47:23",305628,"14.11.2023",Использовал на проекте [283045],Swift [216026]
User:4335,Да,500,"14.11.2023 17:47:23",305629,"14.11.2023",Использовал на проекте [283045],TypeScript [216018]
User:4335,Да,500,"14.11.2023 17:47:23",305630,"14.11.2023",Использовал на проекте [283045],С# [115713]
User:4363,Да,500,"14.11.2023 13:36:10",305524,"14.11.2023",Novice [115637],"1C [115721]"
User:4363,Да,500,"14.11.2023 13:36:10",305525,"14.11.2023",Novice [115637],Arduino [216028]
User:4363,Да,500,"14.11.2023 13:36:10",305526,"14.11.2023",Junior [115638],C [115715]
User:4363,Да,500,"14.11.2023 13:36:10",305527,"14.11.2023",Junior [115638],C++ [115714]
User:4363,Да,500,"14.11.2023 13:36:10",305528,"14.11.2023",Junior [115638],HTML [239026]
User:4363,Да,500,"14.11.2023 13:36:10",305529,"14.11.2023",Junior [115638],Java [115716]
User:4363,Да,500,"14.11.2023 13:36:10",305530,"14.11.2023",Junior [115638],JavaScript [115717]
User:4363,Да,500,"14.11.2023 13:36:10",305531,"14.11.2023",Novice [115637],PHP [115720]
User:4363,Да,500,"14.11.2023 13:36:10",305532,"14.11.2023",Junior [115638],Python [115719]
User:4363,Да,500,"14.11.2023 13:36:10",305533,"14.11.2023",Junior [115638],SQL [115725]
User:4363,Да,500,"14.11.2023 13:36:10",305534,"14.11.2023",Novice [115637],С# [115713]
User:4509,Да,500,"11.11.2023 15:29:55",305214,"04.09.2023",Junior [115638],Python [115719]
User:4509,Да,500,"11.11.2023 15:29:55",305215,"04.09.2023",Junior [115638],SQL [115725]
User:4559,Да,500,"10.11.2023 11:37:51",305041,"10.11.2023",Middle [115639],JavaScript [115717]
User:4559,Да,500,"10.11.2023 11:37:51",305042,"10.11.2023",Middle [115639],HTML [239026]
User:4559,Да,500,"10.11.2023 11:37:51",305043,"10.11.2023",Middle [115639],TypeScript [216018]
User:4190,Да,500,"09.11.2023 18:03:44",304836,"09.11.2023",Middle [115639],Visual Basic .NET [115726]
User:4190,Да,500,"09.11.2023 18:03:44",304837,"09.11.2023",Junior [115638],Java [115716]
User:4190,Да,500,"09.11.2023 18:03:44",304838,"09.11.2023",Использовал на проекте [283045],Delphi| Object Pascal [115730]
User:4190,Да,500,"09.11.2023 18:03:44",304839,"09.11.2023",Использовал на проекте [283045],С# [115713]
User:4190,Да,500,"09.11.2023 18:03:44",304855,"09.11.2023",Senior [115640],SQL [115725]
User:4190,Да,500,"09.11.2023 17:55:36",304835,"09.11.2023",Expert [115641],SQL [115725]
User:3695,Да,500,"02.11.2023 14:06:11",303915,"02.11.2023",Junior [115638],SQL [115725]
User:3738,Да,500,"23.10.2023 12:03:20",248998,"17.11.2022",Junior [115638],C [115715]
User:3738,Да,500,"23.10.2023 12:03:20",248999,"17.11.2022",Junior [115638],C++ [115714]
User:3738,Да,500,"23.10.2023 12:03:20",249000,"17.11.2022",Junior [115638],Data Analysis Expressions (DAX) [239025]
User:3738,Да,500,"23.10.2023 12:03:20",249001,"17.11.2022",Junior [115638],HTML [239026]
User:3738,Да,500,"23.10.2023 12:03:20",249002,"17.11.2022",Novice [115637],Java [115716]
User:3738,Да,500,"23.10.2023 12:03:20",249003,"17.11.2022",Novice [115637],JavaScript [115717]
User:3738,Да,500,"23.10.2023 12:03:20",249004,"23.10.2023",Middle [115639],Python [115719]
User:3738,Да,500,"23.10.2023 12:03:20",249005,"17.11.2022",Novice [115637],Scala [216011]
User:3738,Да,500,"23.10.2023 12:03:20",249006,"17.11.2022",Senior [115640],SQL [115725]
User:3738,Да,500,"23.10.2023 12:03:20",249007,"17.11.2022",Senior [115640],Другое [115731]
User:3738,Да,500,"23.10.2023 12:03:20",249008,"17.11.2022",Junior [115638],"1C [115721]"
User:3738,Да,500,"23.10.2023 12:03:20",302375,"23.10.2023",Junior [115638],GO [216010]
User:4515,Да,500,"23.10.2023 11:23:16",302339,"01.10.2023",Middle [115639],С# [115713]
User:4515,Да,500,"23.10.2023 11:23:16",302340,"01.10.2023",Junior [115638],Java [115716]
User:4515,Да,500,"23.10.2023 11:23:16",302341,"01.10.2023",Middle [115639],SQL [115725]
User:4515,Да,500,"23.10.2023 11:23:16",302342,"01.10.2023",Junior [115638],"1C [115721]"
User:4515,Да,500,"23.10.2023 11:23:16",302343,"01.10.2023",Junior [115638],Python [115719]
User:4187,Да,500,"19.10.2023 19:26:53",288230,"20.07.2023",Middle [115639],R [115722]
User:4187,Да,500,"19.10.2023 19:26:53",288231,"20.07.2023",Junior [115638],Python [115719]
User:4187,Да,500,"19.10.2023 19:26:53",288232,"20.07.2023",Junior [115638],SQL [115725]
User:3396,Да,500,"17.10.2023 17:03:49",237550,"29.08.2022","",Python [115719]
User:3396,Да,500,"17.10.2023 17:03:49",301569,"29.08.2022",Novice [115637],Python [115719]
User:3396,Да,500,"17.10.2023 17:03:49",301570,"18.11.2022",Middle [115639],SQL [115725]
User:4482,Да,500,"27.09.2023 15:06:52",298895,"01.01.2018",Junior [115638],C++ [115714]
User:4482,Да,500,"27.09.2023 15:06:52",298896,"01.01.2018",Junior [115638],Data Analysis Expressions (DAX) [239025]
User:4482,Да,500,"27.09.2023 15:06:52",298897,"01.01.2018",Middle [115639],Delphi| Object Pascal [115730]
User:4482,Да,500,"27.09.2023 15:06:52",298898,"01.01.2018",Junior [115638],HTML [239026]
User:4482,Да,500,"27.09.2023 15:06:52",298899,"01.01.2018",Junior [115638],JavaScript [115717]
User:4482,Да,500,"27.09.2023 15:06:52",298900,"01.01.2018",Novice [115637],Kotlin [216027]
User:4482,Да,500,"27.09.2023 15:06:52",298901,"01.01.2018",Junior [115638],PHP [115720]
User:4482,Да,500,"27.09.2023 15:06:52",298902,"01.01.2018",Novice [115637],Python [115719]
User:4482,Да,500,"27.09.2023 15:06:52",298903,"01.01.2018",Middle [115639],SQL [115725]
User:4482,Да,500,"27.09.2023 15:06:52",298904,"01.01.2018",Middle [115639],Visual Basic .NET [115726]
User:4482,Да,500,"27.09.2023 15:06:52",298905,"01.01.2018",Middle [115639],С# [115713]
User:1656,Да,500,"18.09.2023 13:52:59",275636,"01.09.2018",Novice [115637],Java [115716]
User:1656,Да,500,"18.09.2023 13:52:59",294007,"01.09.2002",Middle [115639],HTML [239026]
User:1656,Да,500,"18.09.2023 13:52:59",294009,"01.08.2013",Junior [115638],Другое [115731]
User:1656,Да,500,"18.09.2023 13:52:59",294012,"01.09.2014",Middle [115639],Другое [115731]
User:1656,Да,500,"18.09.2023 13:52:59",294016,"01.01.2021",Novice [115637],"1C [115721]"
User:1656,Да,500,"18.09.2023 13:52:59",297640,"01.09.2003",Senior [115640],С# [115713]
User:1656,Да,500,"18.09.2023 13:52:59",297641,"01.09.2017",Senior [115640],TypeScript [216018]
User:1656,Да,500,"18.09.2023 13:52:59",297642,"01.09.1997",Senior [115640],SQL [115725]
User:1656,Да,500,"18.09.2023 13:52:59",297643,"01.09.2002",Senior [115640],JavaScript [115717]
User:1656,Да,500,"18.09.2023 13:51:45",275625,"01.09.2003",Middle [115639],С# [115713]
User:1656,Да,500,"18.09.2023 13:51:45",275633,"01.09.2017",Middle [115639],TypeScript [216018]
User:1656,Да,500,"18.09.2023 13:51:45",275634,"01.09.1997",Middle [115639],SQL [115725]
User:1656,Да,500,"18.09.2023 13:51:45",275635,"01.09.2002",Middle [115639],JavaScript [115717]
User:4492,Да,500,"18.09.2023 11:16:10",296560,"05.04.2021",Middle [115639],SQL [115725]
User:4402,Да,500,"12.09.2023 11:31:06",296570,"11.09.2023",Middle [115639],SQL [115725]
User:4402,Да,500,"12.09.2023 11:31:06",296571,"11.09.2023",Middle [115639],Python [115719]
User:4510,Да,500,"12.09.2023 11:04:26",296702,"04.09.2023",Junior [115638],Python [115719]
User:4510,Да,500,"12.09.2023 11:04:26",296703,"04.09.2023",Junior [115638],SQL [115725]
User:4286,Да,500,"09.09.2023 13:43:01",296360,"09.09.2023",Senior [115640],HTML [239026]
User:4286,Да,500,"09.09.2023 13:43:01",296361,"09.09.2023",Senior [115640],JavaScript [115717]
User:4286,Да,500,"09.09.2023 13:43:01",296362,"09.09.2023",Middle [115639],TypeScript [216018]
User:4286,Да,500,"09.09.2023 13:43:01",296363,"09.09.2023",Junior [115638],Python [115719]
User:4286,Да,500,"09.09.2023 13:42:50",296356,"09.09.2023",Senior [115640],HTML [239026]
User:4286,Да,500,"09.09.2023 13:42:50",296357,"09.09.2023",Senior [115640],JavaScript [115717]
User:4286,Да,500,"09.09.2023 13:42:50",296358,"09.09.2023",Middle [115639],TypeScript [216018]
User:4286,Да,500,"09.09.2023 13:42:50",296359,"09.09.2023",Junior [115638],Python [115719]
User:4428,Да,500,"08.09.2023 11:56:14",296202,"08.09.2023",Junior [115638],Python [115719]
User:4395,Да,500,"07.09.2023 19:48:21",296049,"07.09.2023",Expert [115641],Python [115719]
User:4395,Да,500,"07.09.2023 19:48:21",296050,"07.09.2023",Expert [115641],Delphi| Object Pascal [115730]
User:4395,Да,500,"07.09.2023 19:48:21",296051,"07.09.2023",Junior [115638],С# [115713]
