"User ID","активность","Сорт.","Дата изм.","id","Уровень образование","Название учебного заведения","Фиктивное название","Факультет, кафедра","специальность","квалификация","Год окончания"
4194,Да,500,"27.12.2023 15:52:21",307012,Высшее (магистратура) [148155],Университет ИТМО,Академия 59,Инновации в сфере CleanTech,Инновационное предпринимательство,Магистр,2023
3398,Да,500,"27.12.2023 14:49:46",175867,Профессиональная переподготовка [148159],Национальный исследовательский университет ИТМО,Академия 60,"",Информационные системы и технологии,веб-разработчик,2020
3398,Да,500,"27.12.2023 14:49:46",310122,Среднее профессиональное образование [177798],Санкт-Петербургский политехнический университет Петра Великого,Академия 61,"",Коммерция,менеджер по продажам,2015
4504,Да,500,"27.12.2023 13:21:14",312381,Неполное высшее [175362],МГТУ им Н. Э. Баумана,Академия 62,"Машиностроительные технологии, лазерные технологии в машиностроении",Проектирование технологических машин и комплексов,"Инженер технолог, инженер конструктор",2026
4516,Да,500,"27.12.2023 11:28:42",312315,Неполное высшее [175362],Санкт-Петербургский государственный университет телекоммуникаций им. проф. М. А. Бонч-Бруевича,Академия 63,"Факультет инфокоммуникационных сетей и систем, Кафедра сетей связи и передачи данных",Информатика и вычислительная техника,бакалавр,2024
4500,Да,500,"27.12.2023 11:21:48",312296,Неполное высшее [175362],НИТУ МИСиС,Академия 64,БИСУП,Прикладная информатика в экономике 09.03.03,Бизнес-аналитик,2024
4653,Да,500,"27.12.2023 01:02:09",312241,Высшее [175357],Московский институт инженерной геодезии аэрофотосъёмки и картографии,Академия 65,"",Бакалавр,"",2017
4399,Да,500,"26.12.2023 10:04:28",312087,Высшее (бакалавриат) [76387],НИУ РАНХиГС,Академия 66,Экономики,Финансы и кредит,"",2017
4399,Да,500,"26.12.2023 10:04:28",312088,Высшее (магистратура) [148155],НИУ РАНХиГС,Академия 67,Экономики и права,Гражданское право,"",2019
3868,Да,500,"22.12.2023 01:02:23",311691,Высшее [175357],Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Академия 68,"",Магистр,"",0
3868,Да,500,"21.12.2023 15:47:34",242116,Высшее (магистратура) [148155],Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Академия 69,"Высшая школа корпоративного управления, Управление и развитие бизнеса.",Управление и развитие бизнеса,Магистр,2018
3868,Да,500,"21.12.2023 15:47:34",307029,Высшее (бакалавриат) [76387],"Российский экономический университет им. Г. В. Плеханова, Москва",Академия 70,Прикладная информатика в экономике,Аналитик,Бакалавр,2016
4650,Да,500,"21.12.2023 01:02:10",311463,Высшее [175357],Татарский Институт Содействия Бизнесу,Академия 71,"",Бакалавр,"",1999
4651,Да,500,"21.12.2023 01:02:10",311464,Высшее [175357],Российский государственный социальный университет,Академия 72,"",Экономист,"",2012
4652,Да,500,"21.12.2023 01:02:10",311466,Высшее [175357],Санкт-Петербургский государственный университет,Академия 73,"",Магистр,"",2013
4094,Да,500,"21.12.2023 01:02:10",311468,Высшее [175357],Томский государственный университет систем управления и радиоэлектроники,Академия 74,"",Бакалавр,"",2021
4094,Да,500,"20.12.2023 14:11:57",238115,Высшее (бакалавриат) [76387],Томский государственный университет систем управления и радиоэлектроники,Академия 75,Прикладная информатика в экономике,"09.03.03.",Бакалавр,2021
2858,Да,500,"20.12.2023 12:04:25",176332,Профессиональная переподготовка [148159],"Санкт-Петербургский национальный исследовательский ун-т информационных технологий, механики и оптики",Академия 76,"",Веб-разработчик,"",2019
2858,Да,500,"20.12.2023 12:04:25",310227,Высшее (специалитет) [148153],"г. Санкт-Петербург, НИУ ИТМО, Информационные технологии.",Академия 77,"",Социально-культурная деятельность,Менеджмент туристского досуга,2007
2858,Да,500,"20.12.2023 12:04:25",311357,Повышение квалификации [175363],Государственные курсы иностранных языков №1.,Академия 78,Отделение английского языка,"","",2005
4644,Да,500,"20.12.2023 01:02:11",311300,Высшее [175357],Санкт-Петербургский государственный морской технический университет,Академия 79,"",Морской инженер,"",2007
4649,Да,500,"20.12.2023 01:02:11",311301,Высшее [175357],Томский Политехнический университет,Академия 80,"",Бакалавр,"",2020
4647,Да,500,"19.12.2023 01:02:18",311138,Высшее [175357],Санкт-Петербургский политехнический университет Петра Великого,Академия 81,"",Бакалавр,"",2022
4645,Да,500,"14.12.2023 01:02:17",309770,Высшее [175357],Уральский государственный университет им. Горького,Академия 82,"",Информатик,"",2002
4646,Да,500,"14.12.2023 01:02:17",309771,Среднее профессиональное образование [177798],Санкт-Петербургский государственный университет гражданской авиации,Академия 83,"",Техник,"",2017
4642,Да,500,"13.12.2023 01:02:16",309593,Высшее [175357],Кубанский государственный аграрный унивеситет,Академия 84,"",Бакалавр,"",2015
4558,Да,500,"12.12.2023 10:16:22",300409,Высшее [175357],Санкт-Петербургский Государственный университет экономики и финансов,Академия 85,"",Менеджер,"",2012
4558,Да,500,"12.12.2023 10:16:22",309291,Профессиональная переподготовка [148159],Национальный исследовательский университет «Высшая школа экономики»,Академия 86,"",Оценка стоимости предприятия (бизнеса),"",2016
4642,Да,500,"12.12.2023 01:02:43",309256,Высшее [175357],Кубанский государственный аграрный унивеситет,Академия 87,"",Не указано,"",2015
4160,Да,500,"08.12.2023 12:38:29",308885,Высшее (бакалавриат) [76387],НИУ ИТМО,Академия 88,Факультет систем управления и робототехники,"","",2025
4641,Да,500,"08.12.2023 01:02:21",308786,Высшее [175357],Санкт-Петербургский государственный инженерно-экономический университет,Академия 89,"",Экономист-менеджер,"",2006
4640,Да,500,"07.12.2023 01:02:21",308660,Среднее специальное [148157],Медицинский колледж им. В.М.Бехтерева,Академия 90,"",Медбрат,"",2009
4639,Да,500,"06.12.2023 01:02:17",308495,Высшее [175357],Московский государственный технический университет им. Н.Э. Баумана,Академия 91,"",Инженер,"",2009
4636,Да,500,"05.12.2023 01:02:23",308262,Высшее [175357],Санкт-Петербургский государственный технологический институт,Академия 92,"",Бакалавр,"",2018
4638,Да,500,"05.12.2023 01:02:23",308263,Высшее [175357],Московский государственный университет приборостроения и информатики,Академия 93,"",Инженер,"",2013
4637,Да,500,"05.12.2023 01:02:23",308264,Неполное высшее [175362],Финансовый университет при Правительстве Российской Федерации,Академия 94,"",Бакалавр,"",0
4634,Да,500,"02.12.2023 01:02:16",307970,Высшее [175357],Московский государственный институт культуры,Академия 95,"",Библиотекарь-библиограф,"",1991
4401,Да,500,"02.12.2023 01:02:16",307971,Высшее [175357],Государственный университет морского и речного флота им. Макарова,Академия 96,"",бакалавр,"",2016
4401,Да,500,"01.12.2023 14:32:56",288982,Высшее (бакалавриат) [76387],Государственный университет морского и речного флота им. адмирала С. О. Макарова,Академия 97,Гуманитарный,Государственное и муниципальное управление,"",2016
3397,Да,500,"30.11.2023 01:02:09",307619,Высшее [175357],Петербургский государственный университет путей сообщения,Академия 98,"",бакалавр,"",2015
3397,Да,500,"29.11.2023 16:34:56",175589,Высшее (бакалавриат) [76387],Петербургский государственный университет путей сообщения Императора Александра I,Академия 99,"Промышленное и гражданское строительство, Инженерная защита окружающей среды",Инженер-эколог,бакалавр,2015
4632,Да,500,"28.11.2023 01:02:16",307278,Высшее [175357],Московский финансово-промышленный университет «Синергия»,Академия 100,"",Бакалавр,"",2023
4629,Да,500,"28.11.2023 01:02:16",307279,Высшее [175357],Санкт-Петербургский государственный технологический институт,Академия 101,"",Магистр,"",2010
4630,Да,500,"28.11.2023 01:02:16",307280,Высшее [175357],Санкт-Петербургский государственный университет,Академия 102,"",Бакалавр,"",2019
4628,Да,500,"28.11.2023 01:02:16",307281,Высшее [175357],Пензенский государственный университет,Академия 103,"",Инженер,"",2004
4552,Да,500,"03.10.2023 01:02:26",299749,Высшее [175357],Финансовый университет при Правительстве Российской Федерации,Высшая школа 66,"",Экономист,"",2012
4633,Да,500,"28.11.2023 01:02:16",307282,Высшее [175357],Санкт-Петербургский государственный университет аэрокосмического приборостроения,Академия 104,"",Инженер,"",2004
4631,Да,500,"28.11.2023 01:02:16",307283,Высшее [175357],Московский государственный технический университет им. Н.Э. Баумана,Академия 105,"",Инженер-исследователь,"",1999
4511,Да,500,"25.11.2023 01:02:21",307056,Высшее [175357],Поволжская государственная академия телекоммуникаций и информатики,Академия 106,"",Информатик- экономист,"",0
3931,Да,500,"23.11.2023 16:38:49",306799,Среднее (полное) общее образование [177800],МБОУ школа № 13 г. Феодосии,Академия 107,"","","",1999
195,Да,500,"23.11.2023 15:19:24",176393,Высшее [175357],Санкт-Петербургский государственный университет,Академия 108,"",Экономист-менеджер,"",2010
195,Да,500,"23.11.2023 15:19:24",306777,Высшее (бакалавриат) [76387],Санкт-Петербургский государственный университет,Академия 109,Прикладная математика - Процессы управления,прикладная математика и математическая физика,"",2005
195,Да,500,"23.11.2023 15:19:24",306778,Высшее (магистратура) [148155],Санкт-Петербургский государственный университет,Академия 110,Прикладная математика - Процессы управления,прикладная математика и математическая физика,"",2007
4376,Да,500,"23.11.2023 13:01:00",281623,Высшее [175357],Санкт-Петербургский государственный университет,Академия 111,"",Специалист,"",2006
4626,Да,500,"23.11.2023 01:02:17",306699,Высшее [175357],Северо-Западный государственный медицинский университет имени И.И. Мечникова,Академия 112,"",Врач,"",2008
4627,Да,500,"23.11.2023 01:02:17",306700,Профессиональная переподготовка [148159],Новосибирский Государственный Технический Университет,Академия 113,"",Не указано,"",2011
3591,Да,500,"22.11.2023 01:02:17",306533,Высшее [175357],Санкт-Петербургский государственный университет аэрокосмического приборостроения,Академия 114,"",бакалавр,"",2022
3591,Да,500,"21.11.2023 10:32:59",231356,Высшее (бакалавриат) [76387],Санкт-Петербургский государственный университет аэрокосмического приборостроения,Академия 115,Институт информационных технологий и программирования,Прикладная информатика в информационной сфере,Бакалавар,2022
3591,Да,500,"21.11.2023 10:32:59",280578,Высшее (магистратура) [148155],Санкт-Петербургский государственный университет аэрокосмического приборостроения,Академия 116,Институт информационных технологий и программирования,Программная инженерия,Магистр,2024
3789,Да,500,"21.11.2023 01:02:19",306392,Высшее [175357],Алтайский Государственный Технический Университет им. И.И. Ползунова,Институт 2,"",инженер,"",2014
3789,Да,500,"20.11.2023 10:10:42",197542,Высшее [175357],Алтайский Государственный Технический Университет им. И.И. Ползунова,Институт 2,"Факультет информационных технологий, кафедра прикладной математики",инженер-программист,Специались,2014
898,Да,500,"18.11.2023 01:02:19",306171,Свидетельство [175365],"1С",Универ 5,"",Введение в конфигурирование в системе !С Предприятие 8. Основные объекты. Версия 8.3,"",2015
4623,Да,500,"18.11.2023 01:02:19",306172,Неполное высшее [175362],Российская академия правосудия,Высшая школа 1,"",Не указано,"",0
898,Да,500,"17.11.2023 17:07:42",225321,Высшее (магистратура) [148155],Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет ИТМО»,Высшая школа 2,Институт дизайна и урбанистики,Управление государственными информационными системами,"",2019
898,Да,500,"17.11.2023 17:07:42",259782,Высшее (бакалавриат) [76387],Санкт-Петербургский государственный экономический университет,Высшая школа 3,Информатики и прикладной математики,Бизнес-информатика,Бакалавр,2016
4622,Да,500,"17.11.2023 01:02:11",306109,Высшее [175357],Санкт-Петербургский государственный университет путей сообщения,Высшая школа 4,"",Менеджер,"",0
4495,Да,500,"17.11.2023 01:02:11",306110,Высшее [175357],Томский Политехнический университет,Высшая школа 5,"",Экономист-менеджер,"",2015
4587,Да,500,"16.11.2023 01:02:39",305961,Высшее [175357],Санкт-Петербургский государственный университет технологии и дизайна,Высшая школа 6,"",бакалавр,"",2022
4588,Да,500,"16.11.2023 01:02:39",305962,Высшее [175357],Санкт-Петербургский государственный технологический институт,Высшая школа 7,"",бакалавр,"",2022
4621,Да,500,"16.11.2023 01:02:39",305963,Высшее [175357],Санкт-Петербургский государственный политехнический университет,Высшая школа 8,"",Экономист-менеджер,"",2011
4021,Да,500,"15.11.2023 18:39:08",228769,Высшее [175357],СПб университет Телекоммуникаций им.Бонч- Бруевича,Высшая школа 9,РТС,Магистр,"",2020
4618,Да,500,"14.11.2023 01:02:25",305442,Высшее [175357],"Московский государственный университет экономики, статистики и информатики",Высшая школа 10,"",Экономист,"",1997
4617,Да,500,"14.11.2023 01:02:25",305443,Высшее [175357],Национальный исследовательский университет МЭИ,Высшая школа 11,"",Бакалавр,"",2017
3266,Да,500,"10.11.2023 01:02:14",304969,Высшее [175357],"Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)",Высшая школа 12,"",бакалавр,"",2019
4616,Да,500,"10.11.2023 01:02:14",304970,Среднее специальное [148157],Оптико-механический профессиональный лицей,Высшая школа 13,"",Фотограф для службы быта,"",0
3266,Да,500,"09.11.2023 11:03:57",175671,Высшее (магистратура) [148155],"Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)",Высшая школа 14,Системы автоматического управления,Магистр,Управление в технических системах,2021
3266,Да,500,"09.11.2023 11:03:57",304736,Высшее (бакалавриат) [76387],"Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)",Высшая школа 15,Системы автоматического управления,Бакалавр,Управление в технических системах,2019
4611,Да,500,"09.11.2023 01:02:12",304697,Высшее [175357],Уфимский государственный авиационный технический университет,Высшая школа 16,"",Экономист-менеджер,"",2010
4610,Да,500,"09.11.2023 01:02:12",304698,Высшее [175357],Волгоградский государственный технический университет,Высшая школа 17,"",Менеджер,"",2002
4603,Да,500,"08.11.2023 01:02:15",304487,Высшее [175357],Иркутский государственный университет путей сообщения,Высшая школа 18,"",Инженер,"",2014
4606,Да,500,"08.11.2023 01:02:15",304488,Высшее [175357],Московский физико-технический институт (государственный университет),Высшая школа 19,"",Магистр,"",2005
4604,Да,500,"08.11.2023 01:02:15",304489,Высшее [175357],Санкт-Петербургский государственный университет,Высшая школа 20,"",Магистр,"",2021
4605,Да,500,"08.11.2023 01:02:15",304490,Высшее [175357],Санкт-Петербургский государственный инженерно-экономический университет,Высшая школа 21,"",Специалист по связям с общественностью,"",2008
4602,Да,500,"08.11.2023 01:02:15",304491,Высшее [175357],Саратовский госуд.унивеситет им.Н.Г.Чернышевского,Высшая школа 22,"",Учитель математики и информатики,"",2010
4600,Да,500,"04.11.2023 01:02:16",304223,Высшее [175357],Тольяттинский государственный университет,Высшая школа 23,"",Инженер,"",2009
3991,Да,500,"03.11.2023 17:22:16",225832,Высшее [175357],Российский экономический университет им. Плеханова,Высшая школа 24,"",Бакалавр,"",2021
4071,Да,500,"03.11.2023 01:02:18",304039,Высшее [175357],Российская академия государственной службы,Высшая школа 25,"",Бакалавр,"",2014
3695,Да,500,"03.11.2023 01:02:18",304040,Высшее [175357],Санкт-Петербургский государственный институт культуры,Высшая школа 26,"",Не указано,"",0
4592,Да,500,"02.11.2023 14:46:52",303428,Высшее [175357],Санкт-Петербургский государственный университет аэрокосмического приборостроения,Высшая школа 27,"",Магистр,"",2013
4071,Да,500,"02.11.2023 14:31:16",235060,Высшее [175357],"Санкт-Петербургский государственный университет информационных технологий, механики и оптики",Высшая школа 28,"Компьютерные технологии и управление, кафедра безопасных информационных технологий, БИТ",Организация и технологий защиты информации,Специалист,2010
4071,Да,500,"02.11.2023 14:31:16",235175,Высшее [175357],Российская академия государственной службы,Высшая школа 29,Юриспруденция,Гражданско-правовая специализация,Бакалавр,2014
3695,Да,500,"02.11.2023 14:08:08",191218,Высшее [175357],Санкт-Петербургский государственный институт культуры,Высшая школа 30,"","Анализ информации в книжном деле, искусстве и бизнесе","",2025
4593,Да,500,"02.11.2023 01:02:25",303848,Высшее [175357],Тихоокеанский государственный университет,Высшая школа 31,"",Бакалавр,"",2022
4597,Да,500,"02.11.2023 01:02:25",303849,Высшее [175357],Московский государственный университет пищевых производств,Высшая школа 32,"",Бакалавр,"",2021
4596,Да,500,"02.11.2023 01:02:24",303847,Высшее [175357],Казанский (Приволжский) федеральный университет,Высшая школа 33,"",Не указано,"",2016
4544,Да,500,"01.11.2023 01:02:19",303594,Среднее специальное [148157],Московский приборостроительный техникум,Высшая школа 34,"",Программист,"",2022
4534,Да,500,"01.11.2023 01:02:19",303595,Высшее [175357],Стерлитамакская государственная педагогическая академия им. З.Биишевой,Высшая школа 35,"","Математик, системный программист","",2009
3453,Да,500,"03.10.2023 01:02:26",299748,Высшее [175357],Комсомольский-на-Амуре государственный технический университет,Высшая школа 65,"",Специалист,"",2016
4388,Да,500,"27.10.2023 17:03:51",303076,Высшее (магистратура) [148155],Росси́йский университе́т дру́жбы наро́дов имени Патриса Лумумбы,Высшая школа 36,"Инженерная академия, Прикладная математика и информатика",Data Science и Цифровая трансформация,Магистр,2023
